时间,城市,音乐剧,角色,剧院
2023-12-16 19:30,北京,婚礼歌手,玛利亚,朝阳剧场
2023-12-17 14:30,北京,婚礼歌手,玛利亚,朝阳剧场
2023-12-17 19:30,北京,婚礼歌手,玛利亚,朝阳剧场
2023-12-22 19:30,北京,婚礼歌手,玛利亚,朝阳剧场
2023-12-23 14:30,北京,婚礼歌手,玛利亚,朝阳剧场
2023-12-23 19:30,北京,婚礼歌手,玛利亚,朝阳剧场
2023-12-30 19:30,北京,婚礼歌手,玛利亚,朝阳剧场
2023-12-31 19:30,北京,婚礼歌手,玛利亚,朝阳剧场
2024-01-01 19:30,北京,婚礼歌手,玛利亚,朝阳剧场
2024-01-06 14:30,北京,婚礼歌手,玛利亚,朝阳剧场
2024-01-06 19:30,北京,婚礼歌手,玛利亚,朝阳剧场
2024-01-07 19:30,北京,婚礼歌手,玛利亚,朝阳剧场
2024-01-13 14:30,北京,婚礼歌手,玛利亚,朝阳剧场
2024-01-13 19:30,北京,婚礼歌手,玛利亚,朝阳剧场
2024-01-20 14:30,北京,婚礼歌手,玛利亚,朝阳剧场
2024-01-20 19:30,北京,婚礼歌手,玛利亚,朝阳剧场
2024-01-21 14:30,北京,婚礼歌手,玛利亚,朝阳剧场
2024-01-27 14:30,北京,婚礼歌手,玛利亚,朝阳剧场
2024-01-27 19:30,北京,婚礼歌手,玛利亚,朝阳剧场
2024-01-28 19:30,北京,婚礼歌手,玛利亚,朝阳剧场
2024-02-24 19:30,太原,婚礼歌手,玛利亚,山西大剧院大剧场
2024-02-25 19:30,太原,婚礼歌手,玛利亚,山西大剧院大剧场
2024-03-08 19:30,北京,婚礼歌手,玛利亚,朝阳剧场
2024-03-09 14:30,北京,婚礼歌手,玛利亚,朝阳剧场
2024-03-09 19:30,北京,婚礼歌手,玛利亚,朝阳剧场
2024-03-15 19:30,北京,婚礼歌手,玛利亚,朝阳剧场
2024-03-16 19:30,北京,婚礼歌手,玛利亚,朝阳剧场
2024-05-31 19:30,北京,婚礼歌手,玛利亚,朝阳剧场
2024-06-01 14:30,北京,婚礼歌手,玛利亚,朝阳剧场
2024-06-01 19:30,北京,婚礼歌手,玛利亚,朝阳剧场
2024-06-02 14:30,北京,婚礼歌手,玛利亚,朝阳剧场
2024-06-02 19:30,北京,婚礼歌手,玛利亚,朝阳剧场
2024-06-09 19:30,北京,婚礼歌手,玛利亚,朝阳剧场
2024-06-10 14:30,北京,婚礼歌手,玛利亚,朝阳剧场
2024-06-10 19:30,北京,婚礼歌手,玛利亚,朝阳剧场
2024-09-12 19:30,上海,婚礼歌手,玛利亚,艺海剧院大剧场
2024-09-13 19:30,上海,婚礼歌手,玛利亚,艺海剧院大剧场
2024-09-14 19:30,上海,婚礼歌手,玛利亚,艺海剧院大剧场
2024-09-15 19:30,上海,婚礼歌手,玛利亚,艺海剧院大剧场
2024-09-17 14:30,上海,婚礼歌手,玛利亚,艺海剧院大剧场
2025-10-06 19:30,北京,结婚狂想曲：KPI恋人,Lillian,天桥艺术中心中剧场
2025-10-07 14:30,北京,结婚狂想曲：KPI恋人,Lillian,天桥艺术中心中剧场
2025-10-07 19:30,北京,结婚狂想曲：KPI恋人,Lillian,天桥艺术中心中剧场
2025-10-08 14:30,北京,结婚狂想曲：KPI恋人,Lillian,天桥艺术中心中剧场
2025-10-08 19:30,北京,结婚狂想曲：KPI恋人,Lillian,天桥艺术中心中剧场
2025-10-11 19:30,石家庄,结婚狂想曲：KPI恋人,Lillian,河北省艺术中心大剧院
2025-10-12 14:30,石家庄,结婚狂想曲：KPI恋人,Lillian,河北省艺术中心大剧院
2025-10-18 14:30,廊坊,结婚狂想曲：KPI恋人,Lillian,丝绸之路国际艺术交流中心戏剧厅
2025-10-18 19:30,廊坊,结婚狂想曲：KPI恋人,Lillian,丝绸之路国际艺术交流中心戏剧厅
2025-10-19 14:30,廊坊,结婚狂想曲：KPI恋人,Lillian,丝绸之路国际艺术交流中心戏剧厅
