时间,城市,音乐剧,角色,剧院
2023-08-05 19:30,上海,阴天,尹心惪,上海共舞台
2023-08-06 19:30,上海,阴天,尹心惪,上海共舞台
2023-08-13 19:30,上海,阴天,尹心惪,上海共舞台
2023-08-14 19:30,上海,阴天,尹心惪,上海共舞台
2023-08-31 19:30,上海,阴天,尹心惪,上海共舞台
2023-10-06 19:30,上海,爱情神话,格洛瑞亚,上海文化广场主剧场
2023-10-07 19:30,上海,爱情神话,格洛瑞亚,上海文化广场主剧场
2023-12-09 19:30,上海,阴天,尹心惪,上海共舞台
2024-05-05 19:30,上海,爱情神话,格洛瑞亚,美琪大戏院
2024-05-10 19:30,上海,爱情神话,格洛瑞亚,美琪大戏院
2024-05-12 14:00,上海,爱情神话,格洛瑞亚,美琪大戏院
2024-05-12 19:30,上海,爱情神话,格洛瑞亚,美琪大戏院
2024-05-16 19:30,上海,爱情神话,格洛瑞亚,美琪大戏院
2024-05-19 14:00,上海,爱情神话,格洛瑞亚,美琪大戏院
2024-05-20 19:30,上海,爱情神话,格洛瑞亚,美琪大戏院
2024-10-12 19:30,上海,爱情神话,格洛瑞亚,上海文化广场主剧场
2024-10-13 14:30,上海,爱情神话,格洛瑞亚,上海文化广场主剧场
