时间,城市,音乐剧,角色,剧院
2023-06-04 14:00,上海,南墙计划,德华,人民大舞台
2023-06-04 19:30,上海,南墙计划,德华,人民大舞台
2023-06-11 14:30,上海,灯塔,怀恩,星空间9号·鲸剧场
2023-07-15 14:00,上海,少年歌行·梵音谣,萧瑟,星空间81号·白剧场
2023-07-22 14:00,上海,少年歌行·梵音谣,萧瑟,星空间81号·白剧场
2023-07-27 19:30,上海,少年歌行·梵音谣,萧瑟,星空间81号·白剧场
2023-07-29 14:00,上海,少年歌行·梵音谣,萧瑟,星空间81号·白剧场
2023-07-30 14:00,上海,少年歌行·梵音谣,萧瑟,星空间81号·白剧场
2023-08-04 19:30,南京,南墙计划,德华,南京保利大剧院大剧场
2023-08-05 19:30,南京,南墙计划,德华,南京保利大剧院大剧场
2023-08-13 14:30,上海,少年歌行·梵音谣,萧瑟,星空间81号·白剧场
2023-08-18 19:30,上海,小说,怀特·希斯曼,星空间115号·缪时客小剧场
2023-08-20 14:30,上海,少年歌行·梵音谣,萧瑟,星空间81号·白剧场
2023-08-20 19:30,上海,小说,怀特·希斯曼,星空间115号·缪时客小剧场
2023-08-25 19:30,上海,少年歌行·梵音谣,萧瑟,星空间81号·白剧场
2023-08-27 14:30,上海,小说,怀特·希斯曼,星空间115号·缪时客小剧场
2023-09-02 17:00,上海,少年歌行·梵音谣,萧瑟,星空间81号·白剧场
2023-09-10 17:00,上海,少年歌行·梵音谣,萧瑟,星空间81号·白剧场
2023-09-15 19:30,上海,少年歌行·梵音谣,萧瑟,星空间81号·白剧场
2023-09-23 19:30,上海,小说,怀特·希斯曼,星空间115号·缪时客小剧场
2023-09-29 19:30,上海,小说,怀特·希斯曼,星空间115号·缪时客小剧场
2023-10-01 14:30,上海,小说,怀特·希斯曼,星空间115号·缪时客小剧场
2023-10-02 14:30,上海,小说,怀特·希斯曼,星空间115号·缪时客小剧场
2023-10-03 14:30,上海,小说,怀特·希斯曼,星空间115号·缪时客小剧场
2023-10-05 15:00,武汉,小说,怀特·希斯曼,武演新空间（梦时代馆）
2023-10-05 19:30,武汉,小说,怀特·希斯曼,武演新空间（梦时代馆）
2023-10-06 15:00,武汉,小说,怀特·希斯曼,武演新空间（梦时代馆）
2024-03-23 19:30,上海,来自月亮的你,龙,五角场合生汇B2城市集市·L空间
2024-03-28 19:30,上海,来自月亮的你,龙,五角场合生汇B2城市集市·L空间
2024-03-30 19:30,南京,南墙计划,德华,江苏大剧院综艺厅
2024-03-31 14:30,南京,南墙计划,德华,江苏大剧院综艺厅
2024-04-03 19:30,上海,来自月亮的你,龙,五角场合生汇B2城市集市·L空间
2024-04-05 19:30,青岛,南墙计划,德华,青岛凤凰之声大剧院(西海岸新区)
2024-04-06 14:30,青岛,南墙计划,德华,青岛凤凰之声大剧院(西海岸新区)
2024-04-11 19:30,上海,来自月亮的你,龙,五角场合生汇B2城市集市·L空间
2024-04-12 19:30,上海,来自月亮的你,龙,五角场合生汇B2城市集市·L空间
2024-04-13 19:30,上海,来自月亮的你,龙,五角场合生汇B2城市集市·L空间
2024-04-18 19:30,北京,南墙计划,德华,天桥艺术中心大剧场
2024-04-19 19:30,北京,南墙计划,德华,天桥艺术中心大剧场
2024-04-21 14:30,上海,来自月亮的你,龙,五角场合生汇B2城市集市·L空间
2024-04-26 19:30,上海,来自月亮的你,龙,五角场合生汇B2城市集市·L空间
2024-04-27 14:30,上海,来自月亮的你,龙,五角场合生汇B2城市集市·L空间
2024-04-30 19:30,上海,来自月亮的你,龙,五角场合生汇B2城市集市·L空间
2024-05-17 19:30,上海,来自月亮的你,龙,五角场合生汇B2城市集市·L空间
2024-05-18 19:30,上海,来自月亮的你,龙,五角场合生汇B2城市集市·L空间
2024-05-31 19:30,上海,来自月亮的你,龙,五角场合生汇B2城市集市·L空间
2024-06-01 19:30,上海,来自月亮的你,龙,五角场合生汇B2城市集市·L空间
2024-06-07 19:30,上海,来自月亮的你,龙,五角场合生汇B2城市集市·L空间
2024-06-09 14:30,上海,来自月亮的你,龙,五角场合生汇B2城市集市·L空间
2024-07-13 14:30,上海,来自月亮的你,龙,五角场合生汇B2城市集市·L空间
2024-08-03 19:30,上海,Boom！夏卡拉卡,赫兹,星空间8008号星球剧场
2024-08-22 19:30,上海,Boom！夏卡拉卡,赫兹,星空间8008号星球剧场
2024-08-24 14:30,上海,Boom！夏卡拉卡,赫兹,星空间8008号星球剧场
2024-08-30 19:30,上海,Boom！夏卡拉卡,赫兹,星空间8008号星球剧场
2024-08-31 19:30,上海,Boom！夏卡拉卡,赫兹,星空间8008号星球剧场
2024-09-07 19:30,上海,Boom！夏卡拉卡,赫兹,星空间8008号星球剧场
2024-09-14 19:30,上海,Boom！夏卡拉卡,赫兹,星空间8008号星球剧场
2024-09-17 19:30,上海,Boom！夏卡拉卡,赫兹,星空间8008号星球剧场
2024-09-20 19:30,上海,Boom！夏卡拉卡,赫兹,星空间8008号星球剧场
2024-09-25 19:30,上海,Boom！夏卡拉卡,赫兹,星空间8008号星球剧场
2024-09-28 19:30,上海,Boom！夏卡拉卡,赫兹,星空间8008号星球剧场
2024-10-02 19:30,上海,Boom！夏卡拉卡,赫兹,星空间8008号星球剧场
2024-10-04 19:30,上海,决斗,猛刀,Fun剧场
2024-10-06 14:30,上海,Boom！夏卡拉卡,赫兹,星空间8008号星球剧场
2024-10-07 19:30,上海,决斗,猛刀,Fun剧场
2024-10-10 19:30,上海,决斗,猛刀,Fun剧场
2024-10-12 19:30,上海,Boom！夏卡拉卡,赫兹,星空间8008号星球剧场
2024-10-13 14:30,上海,Boom！夏卡拉卡,赫兹,星空间8008号星球剧场
2024-10-14 19:30,上海,决斗,猛刀,Fun剧场
2024-10-17 19:30,上海,Boom！夏卡拉卡,赫兹,星空间8008号星球剧场
2024-10-18 19:30,上海,决斗,猛刀,Fun剧场
2024-10-19 14:30,上海,Boom！夏卡拉卡,赫兹,星空间8008号星球剧场
2024-10-26 14:30,上海,决斗,猛刀,Fun剧场
2024-11-01 19:30,上海,决斗,猛刀,Fun剧场
2024-11-02 14:30,上海,Boom！夏卡拉卡,赫兹,星空间8008号星球剧场
2024-11-09 17:00,上海,决斗,猛刀,Fun剧场
2024-11-10 14:30,上海,Boom！夏卡拉卡,赫兹,星空间8008号星球剧场
2024-11-10 19:30,上海,决斗,猛刀,Fun剧场
2024-11-15 19:30,上海,决斗,猛刀,Fun剧场
2024-11-16 19:30,上海,Boom！夏卡拉卡,赫兹,星空间8008号星球剧场
2024-11-17 19:30,上海,决斗,猛刀,Fun剧场
2024-11-23 14:30,上海,决斗,猛刀,Fun剧场
2024-12-01 14:30,上海,Boom！夏卡拉卡,赫兹,星空间8008号星球剧场
2024-12-09 19:30,上海,决斗,猛刀,Fun剧场
2024-12-14 14:30,上海,Boom！夏卡拉卡,赫兹,星空间8008号星球剧场
2024-12-21 14:30,上海,Boom！夏卡拉卡,赫兹,星空间8008号星球剧场
2024-12-21 19:30,上海,决斗,猛刀,Fun剧场
2024-12-25 19:30,上海,Boom！夏卡拉卡,赫兹,星空间8008号星球剧场
2024-12-28 14:30,上海,决斗,猛刀,Fun剧场
2024-12-30 19:30,上海,决斗,猛刀,Fun剧场
2025-01-01 17:00,上海,决斗,猛刀,Fun剧场
2025-01-04 14:30,上海,Boom！夏卡拉卡,赫兹,星空间8008号星球剧场
2025-01-12 14:30,上海,Boom！夏卡拉卡,赫兹,星空间8008号星球剧场
2025-01-12 19:30,上海,决斗,猛刀,Fun剧场
2025-01-16 19:30,上海,决斗,猛刀,Fun剧场
2025-01-19 19:30,上海,Boom！夏卡拉卡,赫兹,星空间8008号星球剧场
2025-01-22 19:30,上海,决斗,猛刀,Fun剧场
2025-02-16 14:30,上海,决斗,猛刀,Fun剧场
2025-02-20 19:30,上海,决斗,猛刀,Fun剧场
2025-02-28 19:30,上海,决斗,猛刀,Fun剧场
2025-07-19 19:30,杭州,一人之下,诸葛青,临平大剧院大剧场
2025-07-25 19:30,上海,一人之下,诸葛青,人民大舞台
2025-07-27 19:30,上海,一人之下,诸葛青,人民大舞台
2025-08-01 19:30,上海,一人之下,诸葛青,人民大舞台
2025-08-02 19:30,上海,一人之下,诸葛青,人民大舞台
2025-08-09 19:30,福州,一人之下,诸葛青,福州海峡文化艺术中心-歌剧厅
2025-08-10 19:30,福州,一人之下,诸葛青,福州海峡文化艺术中心-歌剧厅
2025-08-22 19:30,济南,一人之下,诸葛青,山东省会大剧院歌剧厅
2025-08-23 19:30,济南,一人之下,诸葛青,山东省会大剧院歌剧厅
2025-09-13 15:00,北京,一人之下,诸葛青,朝阳剧场
2025-09-30 19:30,无锡,一人之下,诸葛青,无锡大剧院歌剧厅
2025-10-17 19:30,西安,一人之下,诸葛青,陕西广电大剧院
2025-11-09 15:00,上海,一人之下,诸葛青,人民大舞台
2025-11-27 19:30,杭州,六点下班,张万保,六点下班·音乐剧(相信有戏)
2025-11-29 19:30,北京,一人之下,诸葛青,朝阳剧场
2025-11-30 14:30,杭州,六点下班,张万保,六点下班·音乐剧(相信有戏)
2025-12-13 14:30,杭州,六点下班,张万保,六点下班·音乐剧(相信有戏)
2025-12-14 14:30,杭州,六点下班,张万保,六点下班·音乐剧(相信有戏)
2025-12-20 19:30,杭州,六点下班,张万保,六点下班·音乐剧(相信有戏)
2025-12-31 19:30,杭州,六点下班,张万保,六点下班·音乐剧(相信有戏)
2026-01-02 14:30,杭州,六点下班,张万保,六点下班·音乐剧(相信有戏)
2026-01-02 19:30,杭州,六点下班,张万保,六点下班·音乐剧(相信有戏)
2026-01-24 19:30,杭州,六点下班,张万保,六点下班·音乐剧(相信有戏)
2026-01-25 14:30,杭州,六点下班,张万保,六点下班·音乐剧(相信有戏)
2026-03-07 19:30,杭州,六点下班,张万保,六点下班·音乐剧(相信有戏)
2026-04-25 19:30,杭州,六点下班,张万保,六点下班·音乐剧(相信有戏)
2026-05-01 14:30,杭州,六点下班,张万保,六点下班·音乐剧(相信有戏)
2026-05-01 19:30,杭州,六点下班,张万保,六点下班·音乐剧(相信有戏)
2026-05-02 19:30,杭州,六点下班,张万保,六点下班·音乐剧(相信有戏)
2026-06-14 14:30,杭州,六点下班,张万保,六点下班·音乐剧(相信有戏)
2026-06-19 19:30,杭州,六点下班,张万保,六点下班·音乐剧(相信有戏)
2026-08-02 14:30,杭州,六点下班,张万保,六点下班·音乐剧(相信有戏)
2026-08-08 19:30,杭州,六点下班,张万保,六点下班·音乐剧(相信有戏)
