时间,城市,音乐剧,角色,剧院
2024-09-01 14:00,南京,醉后赢家,信佳佳,开心麻花老门东沉浸剧场
2024-09-04 19:00,南京,醉后赢家,杜海燕,开心麻花老门东沉浸剧场
2024-09-08 19:00,南京,醉后赢家,信佳佳,开心麻花老门东沉浸剧场
2024-09-15 19:00,南京,醉后赢家,杜海燕,开心麻花老门东沉浸剧场
2024-09-16 14:00,南京,醉后赢家,杜海燕,开心麻花老门东沉浸剧场
2024-09-22 14:00,南京,醉后赢家,杜海燕,开心麻花老门东沉浸剧场
2024-09-22 19:00,南京,醉后赢家,信佳佳,开心麻花老门东沉浸剧场
2024-10-03 20:00,南京,醉后赢家,杜海燕,开心麻花老门东沉浸剧场
2024-10-04 20:00,南京,醉后赢家,杜海燕,开心麻花老门东沉浸剧场
2024-10-05 20:00,南京,醉后赢家,杜海燕,开心麻花老门东沉浸剧场
2024-10-06 20:00,南京,醉后赢家,杜海燕,开心麻花老门东沉浸剧场
2024-10-13 14:00,南京,醉后赢家,杜海燕,开心麻花老门东沉浸剧场
2024-10-17 19:00,南京,醉后赢家,杜海燕,开心麻花老门东沉浸剧场
2024-10-20 14:00,南京,醉后赢家,信佳佳,开心麻花老门东沉浸剧场
2024-10-31 19:00,南京,醉后赢家,杜海燕,开心麻花老门东沉浸剧场
2024-11-03 19:00,南京,醉后赢家,杜海燕,开心麻花老门东沉浸剧场
2024-11-10 19:00,南京,醉后赢家,杜海燕,开心麻花老门东沉浸剧场
2024-11-14 19:00,南京,醉后赢家,杜海燕,开心麻花老门东沉浸剧场
2024-11-24 19:00,南京,醉后赢家,信佳佳,开心麻花老门东沉浸剧场
2024-12-08 19:00,南京,醉后赢家,杜海燕,开心麻花老门东沉浸剧场
2024-12-15 14:00,南京,醉后赢家,杜海燕,开心麻花老门东沉浸剧场
2024-12-22 14:00,南京,醉后赢家,杜海燕,开心麻花老门东沉浸剧场
2024-12-25 19:00,南京,醉后赢家,信佳佳,开心麻花老门东沉浸剧场
2025-01-01 14:00,南京,醉后赢家,杜海燕,开心麻花老门东沉浸剧场
2025-01-05 14:00,南京,醉后赢家,杜海燕,开心麻花老门东沉浸剧场
2025-01-08 19:00,南京,醉后赢家,信佳佳,开心麻花老门东沉浸剧场
2025-09-12 19:00,南京,醉后赢家,杜海燕,开心麻花老门东沉浸剧场
2026-04-03 19:00,南京,醉后赢家,信佳佳,开心麻花老门东沉浸剧场
2026-04-17 19:00,南京,醉后赢家,杜海燕,开心麻花老门东沉浸剧场
2026-05-05 14:00,南京,醉后赢家,杜海燕,开心麻花老门东沉浸剧场
2026-05-05 19:00,南京,醉后赢家,信佳佳,开心麻花老门东沉浸剧场
2026-06-05 19:00,南京,醉后赢家,信佳佳,开心麻花老门东沉浸剧场
2026-06-06 19:00,南京,醉后赢家,杜海燕,开心麻花老门东沉浸剧场
2026-06-19 14:00,南京,醉后赢家,杜海燕,开心麻花老门东沉浸剧场
2026-07-24 19:00,南京,醉后赢家,信佳佳,开心麻花老门东沉浸剧场
2026-07-25 19:00,南京,醉后赢家,信佳佳,开心麻花老门东沉浸剧场
