时间,城市,音乐剧,角色,剧院
2024-09-01 19:00,南京,醉后赢家,杨鼎天,开心麻花老门东沉浸剧场
2024-09-08 14:00,南京,醉后赢家,杨鼎天,开心麻花老门东沉浸剧场
2024-09-16 14:00,南京,醉后赢家,杨鼎天,开心麻花老门东沉浸剧场
2024-09-16 19:00,南京,醉后赢家,杨鼎天,开心麻花老门东沉浸剧场
2024-09-22 19:00,南京,醉后赢家,杨鼎天,开心麻花老门东沉浸剧场
2024-10-02 20:00,南京,醉后赢家,杨鼎天,开心麻花老门东沉浸剧场
2024-10-03 20:00,南京,醉后赢家,杨鼎天,开心麻花老门东沉浸剧场
2024-10-04 20:00,南京,醉后赢家,杨鼎天,开心麻花老门东沉浸剧场
2024-10-20 14:00,南京,醉后赢家,杨鼎天,开心麻花老门东沉浸剧场
2024-10-24 14:00,南京,醉后赢家,杨鼎天,开心麻花老门东沉浸剧场
2024-11-03 19:00,南京,醉后赢家,杨鼎天,开心麻花老门东沉浸剧场
2024-11-07 19:00,南京,醉后赢家,杨鼎天,开心麻花老门东沉浸剧场
2024-11-10 14:00,南京,醉后赢家,杨鼎天,开心麻花老门东沉浸剧场
2024-11-24 19:00,南京,醉后赢家,杨鼎天,开心麻花老门东沉浸剧场
2024-12-05 19:00,南京,醉后赢家,杨鼎天,开心麻花老门东沉浸剧场
2024-12-08 19:00,南京,醉后赢家,杨鼎天,开心麻花老门东沉浸剧场
2024-12-15 14:00,南京,醉后赢家,杨鼎天,开心麻花老门东沉浸剧场
2024-12-26 19:00,南京,醉后赢家,杨鼎天,开心麻花老门东沉浸剧场
2025-01-01 14:00,南京,醉后赢家,杨鼎天,开心麻花老门东沉浸剧场
2025-01-05 14:00,南京,醉后赢家,杨鼎天,开心麻花老门东沉浸剧场
2025-01-08 19:00,南京,醉后赢家,杨鼎天,开心麻花老门东沉浸剧场
2025-09-10 19:00,南京,醉后赢家,杨鼎天,开心麻花老门东沉浸剧场
2025-09-11 19:00,南京,醉后赢家,杨鼎天,开心麻花老门东沉浸剧场
2025-09-12 19:00,南京,醉后赢家,杨鼎天,开心麻花老门东沉浸剧场
2026-04-01 19:00,南京,醉后赢家,杨鼎天,开心麻花老门东沉浸剧场
2026-04-03 19:00,南京,醉后赢家,杨鼎天,开心麻花老门东沉浸剧场
2026-04-15 19:00,南京,醉后赢家,杨鼎天,开心麻花老门东沉浸剧场
2026-05-05 14:00,南京,醉后赢家,杨鼎天,开心麻花老门东沉浸剧场
2026-05-05 19:00,南京,醉后赢家,杨鼎天,开心麻花老门东沉浸剧场
2026-06-05 19:00,南京,醉后赢家,杨鼎天,开心麻花老门东沉浸剧场
2026-06-19 14:00,南京,醉后赢家,杨鼎天,开心麻花老门东沉浸剧场
2026-07-24 19:00,南京,醉后赢家,杨鼎天,开心麻花老门东沉浸剧场
