时间,城市,音乐剧,角色,剧院
2024-07-14 16:30,成都,灯塔,霍普,西部文化产业中心·鲸剧场
2024-07-20 19:30,成都,灯塔,霍普,西部文化产业中心·鲸剧场
2024-10-04 15:00,成都,嘿！亚利桑那,比利,开心麻花·钻石酒馆
2024-10-26 19:30,成都,嘿！亚利桑那,比利,开心麻花·钻石酒馆
2024-11-01 19:30,成都,嘿！亚利桑那,比利,开心麻花·钻石酒馆
2024-11-02 19:30,成都,嘿！亚利桑那,比利,开心麻花·钻石酒馆
2024-12-01 15:00,成都,嘿！亚利桑那,比利,开心麻花·钻石酒馆
2024-12-14 19:30,成都,嘿！亚利桑那,比利,开心麻花·钻石酒馆
2024-12-21 19:30,成都,嘿！亚利桑那,比利,开心麻花·钻石酒馆
2024-12-24 19:30,成都,嘿！亚利桑那,比利,开心麻花·钻石酒馆
2024-12-31 20:00,成都,嘿！亚利桑那,比利,开心麻花·钻石酒馆
2025-02-22 15:00,成都,嘿！亚利桑那,比利,开心麻花·钻石酒馆
2025-03-08 19:30,成都,嘿！亚利桑那,比利,开心麻花·钻石酒馆
2025-03-15 19:30,成都,嘿！亚利桑那,比利,开心麻花·钻石酒馆
2025-04-05 19:30,成都,嘿！亚利桑那,比利,开心麻花·钻石酒馆
2025-04-06 16:30,成都,嘿！亚利桑那,比利,开心麻花·钻石酒馆
2025-04-13 16:00,成都,嘿！亚利桑那,比利,开心麻花·钻石酒馆
2025-04-20 16:00,成都,嘿！亚利桑那,比利,开心麻花·钻石酒馆
2025-05-01 15:00,成都,嘿！亚利桑那,比利,开心麻花·钻石酒馆
2025-05-02 15:00,成都,嘿！亚利桑那,比利,开心麻花·钻石酒馆
2025-05-03 19:30,成都,嘿！亚利桑那,比利,开心麻花·钻石酒馆
2025-05-16 19:30,成都,嘿！亚利桑那,比利,开心麻花·钻石酒馆
2025-06-02 15:00,成都,嘿！亚利桑那,比利,开心麻花·钻石酒馆
2025-06-08 15:00,成都,嘿！亚利桑那,比利,开心麻花·钻石酒馆
2025-06-22 15:00,成都,嘿！亚利桑那,比利,开心麻花·钻石酒馆
2025-06-29 15:00,成都,嘿！亚利桑那,比利,开心麻花·钻石酒馆
2025-10-03 19:30,武汉,第十四个子夜,漫画家,然也环境剧场
2025-10-04 15:00,武汉,第十四个子夜,漫画家,然也环境剧场
2025-11-07 19:30,武汉,第十四个子夜,漫画家,然也环境剧场
2025-11-15 15:00,武汉,第十四个子夜,漫画家,然也环境剧场
2025-11-21 19:30,武汉,第十四个子夜,漫画家,然也环境剧场
2025-11-28 19:30,武汉,第十四个子夜,漫画家,然也环境剧场
2026-01-01 14:30,武汉,嗜血博士,爱德华,联创艺空间1号·心境剧场
2026-01-11 14:30,武汉,嗜血博士,爱德华,联创艺空间1号·心境剧场
2026-01-24 14:30,武汉,嗜血博士,爱德华,联创艺空间1号·心境剧场
2026-03-27 19:30,武汉,嗜血博士,爱德华,联创艺空间1号·心境剧场
2026-05-17 14:30,武汉,画中人,赤珣,联创艺空间4号·梦境剧场
2026-05-23 19:30,武汉,画中人,赤珣,联创艺空间4号·梦境剧场
2026-05-24 14:30,武汉,画中人,赤珣,联创艺空间4号·梦境剧场
2026-06-12 19:30,武汉,画中人,赤珣,联创艺空间4号·梦境剧场
2026-07-12 14:30,武汉,画中人,赤珣,联创艺空间4号·梦境剧场
2026-08-01 19:30,武汉,画中人,赤珣,联创艺空间4号·梦境剧场
2026-08-08 14:30,武汉,画中人,赤珣,联创艺空间4号·梦境剧场
2026-08-09 14:30,武汉,画中人,赤珣,联创艺空间4号·梦境剧场
2026-08-15 19:30,武汉,画中人,赤珣,联创艺空间4号·梦境剧场
