时间,城市,音乐剧,角色,剧院
2024-12-23 19:30,北京,金风玉露,警长,湖广会馆
2024-12-24 19:30,北京,金风玉露,警长,湖广会馆
2024-12-25 19:30,北京,金风玉露,警长,湖广会馆
2024-12-26 19:30,北京,金风玉露,警长,湖广会馆
2024-12-27 19:30,北京,金风玉露,警长,湖广会馆
2024-12-28 19:30,北京,金风玉露,警长,湖广会馆
2024-12-29 19:30,北京,金风玉露,警长,湖广会馆
2024-12-31 19:30,北京,金风玉露,警长,湖广会馆
2025-01-01 14:30,北京,金风玉露,警长,湖广会馆
2025-01-03 19:30,北京,金风玉露,警长,湖广会馆
2025-01-04 14:30,北京,金风玉露,警长,湖广会馆
2025-01-04 19:30,北京,金风玉露,警长,湖广会馆
2025-01-05 14:30,北京,金风玉露,警长,湖广会馆
2025-01-05 19:30,北京,金风玉露,警长,湖广会馆
2025-01-10 19:30,北京,金风玉露,警长,湖广会馆
2025-01-11 19:30,北京,金风玉露,警长,湖广会馆
2025-01-16 19:30,北京,金风玉露,警长,湖广会馆
2025-01-17 19:30,北京,金风玉露,警长,湖广会馆
2025-01-18 14:30,北京,金风玉露,警长,湖广会馆
2025-01-19 14:30,北京,金风玉露,警长,湖广会馆
2025-01-22 19:30,北京,金风玉露,警长,湖广会馆
2025-01-24 19:30,北京,金风玉露,警长,湖广会馆
2025-01-25 19:30,北京,金风玉露,警长,湖广会馆
2025-11-13 19:30,上海,大魔术师,凯尔,黄浦剧场小剧场
2025-11-15 19:30,上海,大魔术师,凯尔,黄浦剧场小剧场
2025-11-22 14:30,上海,大魔术师,凯尔,黄浦剧场小剧场
2025-11-29 14:30,上海,大魔术师,凯尔,黄浦剧场小剧场
2026-08-29 19:30,上海,破墙,沈亮,夭蛾剧场
