时间,城市,音乐剧,角色,剧院
2025-08-24 14:30,武汉,嗜血博士,玛莎,联创艺空间1号·心境剧场
2025-08-31 14:30,武汉,嗜血博士,玛莎,联创艺空间1号·心境剧场
2025-09-05 19:30,武汉,FLAMES火焰,梅瑞狄斯,武汉剧院武演新空间
2025-09-06 19:30,武汉,嗜血博士,玛莎,联创艺空间1号·心境剧场
2025-09-26 19:30,武汉,FLAMES火焰,梅瑞狄斯,武汉剧院武演新空间
2025-10-01 19:30,武汉,FLAMES火焰,梅瑞狄斯,武汉剧院武演新空间
2025-10-02 15:00,武汉,FLAMES火焰,梅瑞狄斯,武汉剧院武演新空间
2025-10-06 15:00,武汉,嗜血博士,玛莎,联创艺空间1号·心境剧场
2025-10-12 15:00,武汉,FLAMES火焰,梅瑞狄斯,武汉剧院武演新空间
2025-10-18 19:30,武汉,嗜血博士,玛莎,联创艺空间1号·心境剧场
2025-10-25 19:30,武汉,嗜血博士,玛莎,联创艺空间1号·心境剧场
2025-11-01 19:30,武汉,嗜血博士,玛莎,联创艺空间1号·心境剧场
2025-11-07 19:30,武汉,嗜血博士,玛莎,联创艺空间1号·心境剧场
2025-11-29 19:30,武汉,嗜血博士,玛莎,联创艺空间1号·心境剧场
2025-11-30 15:00,武汉,嗜血博士,玛莎,联创艺空间1号·心境剧场
2025-12-06 19:30,武汉,嗜血博士,玛莎,联创艺空间1号·心境剧场
2025-12-12 19:30,武汉,嗜血博士,玛莎,联创艺空间1号·心境剧场
2026-01-10 19:30,武汉,嗜血博士,玛莎,联创艺空间1号·心境剧场
2026-01-31 19:30,武汉,嗜血博士,玛莎,联创艺空间1号·心境剧场
2026-02-01 14:30,武汉,嗜血博士,玛莎,联创艺空间1号·心境剧场
2026-02-07 19:30,武汉,嗜血博士,爱德华,联创艺空间1号·心境剧场
2026-03-13 19:30,武汉,嗜血博士,玛莎,联创艺空间1号·心境剧场
2026-04-03 19:30,武汉,嗜血博士,玛莎,联创艺空间1号·心境剧场
2026-04-06 14:30,武汉,嗜血博士,玛莎,联创艺空间1号·心境剧场
2026-04-24 19:30,武汉,嗜血博士,玛莎,联创艺空间1号·心境剧场
2026-05-01 19:30,武汉,嗜血博士,玛莎,联创艺空间1号·心境剧场
2026-05-02 19:30,武汉,嗜血博士,玛莎,联创艺空间1号·心境剧场
2026-05-09 19:30,武汉,嗜血博士,爱德华,联创艺空间1号·心境剧场
2026-06-26 19:30,武汉,嗜血博士,玛莎,联创艺空间1号·心境剧场
2026-07-04 14:30,武汉,嗜血博士,爱德华,联创艺空间1号·心境剧场
2026-07-11 19:30,武汉,画中人,靖元,联创艺空间4号·梦境剧场
2026-08-02 14:30,武汉,嗜血博士,玛莎,联创艺空间1号·心境剧场
2026-08-14 19:30,武汉,嗜血博士,玛莎,联创艺空间1号·心境剧场
2026-08-15 14:30,武汉,画中人,靖元,联创艺空间4号·梦境剧场
2026-08-16 14:30,武汉,画中人,靖元,联创艺空间4号·梦境剧场
