时间,城市,音乐剧,角色,剧院
2022-10-16 19:30,上海,安娜·卡列尼娜,安娜,上海大剧院大剧场
2022-10-18 19:30,上海,安娜·卡列尼娜,安娜,上海大剧院大剧场
2022-10-20 19:30,上海,安娜·卡列尼娜,安娜,上海大剧院大剧场
2022-10-22 14:00,上海,安娜·卡列尼娜,安娜,上海大剧院大剧场
2022-12-29 19:30,上海,阴天,尹心惪,上海共舞台
2022-12-30 19:30,上海,阴天,尹心惪,上海共舞台
2022-12-31 14:30,上海,阴天,尹心惪,上海共舞台
2022-12-31 19:30,厦门,安娜·卡列尼娜,安娜,闽南大戏院大剧场
2023-01-08 19:30,上海,阴天,尹心惪,上海共舞台
2023-01-10 19:30,上海,阴天,尹心惪,上海共舞台
2023-01-14 15:00,深圳,安娜·卡列尼娜,安娜,深圳滨海艺术中心歌剧厅
2023-01-14 20:00,深圳,安娜·卡列尼娜,安娜,深圳滨海艺术中心歌剧厅
2023-01-15 20:00,深圳,安娜·卡列尼娜,安娜,深圳滨海艺术中心歌剧厅
2023-02-23 19:30,北京,安娜·卡列尼娜,安娜,天桥艺术中心大剧场
2023-02-25 14:30,北京,安娜·卡列尼娜,安娜,天桥艺术中心大剧场
2023-02-26 14:30,北京,安娜·卡列尼娜,安娜,天桥艺术中心大剧场
2023-03-31 19:30,广州,安娜·卡列尼娜,安娜,广州大剧院歌剧厅
2023-04-01 14:30,广州,安娜·卡列尼娜,安娜,广州大剧院歌剧厅
2023-04-15 19:30,南京,安娜·卡列尼娜,安娜,南京保利大剧院大剧场
2023-05-12 19:30,重庆,沉默的真相,李静,施光南大剧院
2023-05-13 19:30,重庆,沉默的真相,李静,施光南大剧院
2023-06-09 19:30,上海,女神在看,女神,人民大舞台
2023-06-10 19:30,上海,女神在看,女神,人民大舞台
2023-06-11 19:30,上海,女神在看,女神,人民大舞台
2023-06-17 14:30,上海,女神在看,女神,人民大舞台
2023-06-18 14:30,上海,女神在看,女神,人民大舞台
2023-06-23 14:30,上海,女神在看,女神,人民大舞台
2023-06-24 14:30,上海,女神在看,女神,人民大舞台
2023-06-24 19:30,上海,女神在看,女神,人民大舞台
2023-06-30 19:30,上海,女神在看,女神,人民大舞台
2023-07-01 14:30,上海,女神在看,女神,人民大舞台
2023-07-02 14:30,上海,女神在看,女神,人民大舞台
2023-08-12 19:30,上海,女神在看,女神,云峰剧院
2023-08-16 19:30,上海,LIZZIE丽兹,LIZZIE,星空间11号·MOriginal Box
2023-08-17 19:30,上海,LIZZIE丽兹,LIZZIE,星空间11号·MOriginal Box
2023-08-19 14:00,上海,LIZZIE丽兹,LIZZIE,星空间11号·MOriginal Box
2023-08-20 20:00,上海,LIZZIE丽兹,LIZZIE,星空间11号·MOriginal Box
2023-08-23 19:30,上海,LIZZIE丽兹,LIZZIE,星空间11号·MOriginal Box
2023-08-25 17:00,上海,LIZZIE丽兹,LIZZIE,星空间11号·MOriginal Box
2023-08-26 17:00,上海,LIZZIE丽兹,LIZZIE,星空间11号·MOriginal Box
2023-08-27 17:00,上海,LIZZIE丽兹,LIZZIE,星空间11号·MOriginal Box
2023-09-07 19:30,上海,LIZZIE丽兹,LIZZIE,星空间11号·MOriginal Box
2023-09-10 17:00,上海,LIZZIE丽兹,LIZZIE,星空间11号·MOriginal Box
2023-09-17 17:00,上海,LIZZIE丽兹,LIZZIE,星空间11号·MOriginal Box
2023-09-24 14:00,上海,LIZZIE丽兹,LIZZIE,星空间11号·MOriginal Box
2023-09-27 19:30,上海,LIZZIE丽兹,LIZZIE,星空间11号·MOriginal Box
2023-09-28 19:30,上海,沉默的真相,李静,人民大舞台
2023-09-29 17:00,上海,LIZZIE丽兹,LIZZIE,星空间11号·MOriginal Box
2023-09-30 19:30,上海,沉默的真相,李静,人民大舞台
2023-10-01 14:00,上海,LIZZIE丽兹,LIZZIE,星空间11号·MOriginal Box
2023-10-03 17:00,上海,LIZZIE丽兹,LIZZIE,星空间11号·MOriginal Box
2023-10-04 20:00,上海,LIZZIE丽兹,LIZZIE,星空间11号·MOriginal Box
2023-10-05 14:00,上海,LIZZIE丽兹,LIZZIE,星空间11号·MOriginal Box
2023-10-06 19:30,上海,沉默的真相,李静,人民大舞台
2023-10-10 19:30,上海,沉默的真相,李静,人民大舞台
2023-10-12 19:30,上海,沉默的真相,李静,人民大舞台
2023-10-14 17:00,上海,LIZZIE丽兹,LIZZIE,星空间11号·MOriginal Box
2023-10-15 14:30,上海,沉默的真相,李静,人民大舞台
